Jacqueline Boittiaux-Zidani;F;1986;https://theses.hal.science/tel-00320987/file/Boittiaux-Zidani.Jacqueline_1986_these.pdf;264
Sophie Ebersold;F;2021;https://hal.science/tel-03201997/file/Manuscrit_HDR_Complet_V_Impression.pdf;183
Camille Roth;H;2021;https://hal.science/tel-03360647/file/HDR-CS%2B%2B.pdf;49
Yann Regis-Gianas;H;2019;https://inria.hal.science/tel-02405839/file/hdr.pdf;96
Julien Broisin;H;2020;https://hal.science/tel-03684452/file/DraftAccred.pdf;189
Julien Ah-Pine;H;2024;https://hal.science/tel-04645587/file/hdr_main.pdf;195
Clémence Frioux;F;2025;https://inria.hal.science/tel-05285483/file/manuscript.pdf;138
Emmanuel Mazer;H;1987;https://theses.hal.science/tel-00325222/file/Mazer.Emmanuel-Francois_1987_these.pdf;163
Anne Benoit;F;2009;https://theses.hal.science/tel-00404147/file/BenoitHDR.pdf;126
Christine Jacob;F;1987;https://theses.hal.science/tel-00325683/file/Jacob.Christiane_1987_these.pdf;318
Karine Zeitouni;F;2006;https://theses.hal.science/tel-00325468/file/HdR.pdf;111
Damien Stehlé;H;2011;https://theses.hal.science/tel-00645387/file/HDR_full.pdf;190
François Chedevergne;H;2017;https://hal.science/tel-01686617/file/DMAE17014.1515742572.pdf;261
Tom Hirschowitz;H;2016;https://hal.science/tel-01400666/file/hdr.pdf;147
Pierre Loidreau;H;2007;https://theses.hal.science/tel-00200407/file/HDR.pdf;109
Elodie Chanthery;F;2018;https://hal.science/tel-01882329/file/HDR-EChanthery17072018.pdf;156
Bertrand Thirion;H;2009;https://theses.hal.science/tel-00438202/file/HDR.pdf;180
Christine Largouët;F;2019;https://inria.hal.science/tel-02437159/file/HDR-finale.pdf;149
Alain Couvreur;H;2019;https://hal.science/tel-02438668/file/hdr.pdf;94
Matthieu Roy;H;2018;https://theses.hal.science/tel-01801677/file/HDR-roy-2018.pdf;84
P. Deschizeaux;None;1971;https://theses.hal.science/tel-00282836/file/These_Deschizeaux.Pierre_1971.pdf;188
Romain Coulon;H;2024;https://hal.science/tel-04600454/file/HDR_v4.pdf;162
Etienne Ahusborde;H;2019;https://hal.science/tel-03006742/file/HDR-AHUSBORDE.pdf;167
Michel Chein;H;1970;https://theses.hal.science/tel-00282270/file/These_Chein.Michel_1970.pdf;182
Jean-Luc Joly;H;1970;https://theses.hal.science/tel-00282246/file/These_Joly.Jean-Luc_1970.pdf;210
Sabeur Aridhi;H;2023;https://hal.science/tel-04364210/file/Manuscrit_HDR_Sabeur_Aridhi.pdf;140
René Carré;H;1971;https://theses.hal.science/tel-00282811/file/These_Carre.Rene_1971.pdf;98
Nicolas Papadakis;H;2015;https://hal.science/tel-01246096/file/hdr_hal2.pdf;111
Franck Iutzeler;H;2021;https://hal.science/tel-03474026/file/main.pdf;218
Yann Busnel;H;2016;https://theses.hal.science/tel-01952029/file/HDR_main.pdf;114
Olivier Zendra;H;2023;https://inria.hal.science/tel-04428591/file/Olivier_ZENDRA_HDR_manuscrit_FINAL.pdf;52
Emmanuel Prados;H;2012;https://theses.hal.science/tel-00747867/file/hdr-new.pdf;162
Marie-Paule Gascuel;F;1995;https://theses.hal.science/tel-00346054/file/Gascuel.Marie-Paule_1995_these.pdf;188
Anne Johannet;F;2011;https://theses.hal.science/tel-00745131/file/HDR_AnneJohannet.pdf;82
Walid Barhoumi;H;2015;https://theses.hal.science/tel-04191899/file/M%C3%A9moire_Habilitation.pdf;122
Marie-Jeanne Zenetti;F;2023;https://hal.univ-lyon2.fr/tel-04508921/file/ZENETTI-MarieJeanne-2-Memoire-de-synthese.pdf;146
Jalal M. Fadili;H;2010;https://theses.hal.science/tel-01071774/file/HDR-Jalal-Fadili-2010.pdf;139
Moufida Maimour;F;2023;https://hal.science/tel-04253876/file/hdr.pdf;179
Jérôme Gensel;H;2006;https://hal.science/tel-03140837/file/HDR_VersionFinale.pdf;131
Thomas Walter;H;2020;https://hal.science/tel-02981391/file/ThomasWalter_HDR_2020.pdf;94
Sylvain Contassot-Vivier;H;2006;https://inria.hal.science/tel-01463155/file/HDR_Contassot-Vivier.pdf;122
Jean Cousty;H;2018;https://hal.science/tel-01862637/file/HDR.pdf;102
El-Hadi Djermoune;H;2017;https://hal.science/tel-01663141/file/hdr_djermoune.pdf;178
Jean-Christophe Janodet;H;2010;https://theses.hal.science/tel-00659482/file/report.pdf;145
Florence Forbes;F;2010;https://theses.hal.science/tel-00578938/file/HDRForbes2010.pdf;122
Lilian Aveneau;H;2013;https://theses.hal.science/tel-00979543/file/These.pdf;203
Rémi Badonnel;H;2022;https://inria.hal.science/tel-03606329/file/hdr-manuscrit.pdf;46
Béatrice Finance;F;2006;https://theses.hal.science/tel-00340601/file/HDR_B.Finance.pdf;96
Frédéric Bousefsaf;H;2025;https://hal.univ-lorraine.fr/tel-05127231/file/manuscrit_HDR_BOUSEFSAF.pdf;260
Jean Heutte;H;2018;https://hal.science/tel-02343623/file/Heutte-2018-HDR-Volume1.pdf;115
Catherine Douillard;F;2004;https://hal.science/tel-01782252/file/HDR_C_Douillard_2004.pdf;168
Adrien Coulet;H;2019;https://inria.hal.science/tel-02429926/file/hdr_adrien.pdf;132
Iasonas Kokkinos;H;2013;https://theses.hal.science/tel-00857643/file/book.pdf;126
Sébastien Verel;H;2016;https://hal.science/tel-01425127/file/memoire-hdr-sebastien-verel-2016.pdf;119
Nicolas Obin;H;2023;https://hal.science/tel-04223614/file/HDR_Nicolas_Obin.pdf;134
Petra Isenberg;F;2021;https://inria.hal.science/tel-03584024/file/MicroVisualizations-Isenberg-HDR.pdf;152
Hélène Collavizza;F;2009;https://theses.hal.science/tel-00461140/file/hdr_collavizza.pdf;322
Olivier Kraif;H;2014;https://hal.science/tel-01184585/file/HDR.Synthese.pdf;176
Lu Zhang;F;2020;https://hal.science/tel-02897366/file/HDR_ZL.pdf;171
Alexis Paljic;H;2018;https://hal.science/tel-01858478/file/HDR.pdf;107
Thierry Charnois;H;2011;https://theses.hal.science/tel-00657919/file/memoireHDR_charnois_dec_2011.pdf;82
Philippe Le Parc;H;2004;https://theses.hal.science/tel-00496850/file/hdr.pdf;87
Damien Pellier;H;2018;https://hal.science/tel-01778171/file/pellier18c.pdf;200
Jesus Angulo;H;2012;https://minesparis-psl.hal.science/tel-01535770/file/hdr_mainfinal_angulo_papers_public.pdf;309
Catherine Letondal;F;2022;https://enac.hal.science/tel-03857778/file/HDR-Letondal-HAL.pdf;282
Jean-Marie Gilliot;H;2023;https://hal.science/tel-04414695/file/DOC_HDR%20final.pdf;123
Nicolas Beldiceanu;H;2003;https://hal.science/tel-02927324/file/hdr.PDF;87
Olivier Bournez;H;2006;https://theses.hal.science/tel-00123104/file/documentetannexes.pdf;141
Erwan Le Merrer;H;2016;https://hal.science/tel-01405626/file/main.pdf;59
Umberto Grandi;H;2021;https://hal.science/tel-03965349/file/main-hdr.pdf;85
Nicolas Louveton;H;2024;https://hal.science/tel-05047497/file/HDR%20Louveton.pdf;173
Hervé Le Crosnier;H;2007;https://theses.hal.science/tel-00204139/file/hdr_v_corrigee_avec_couv.pdf;240
Franck Fontanili;H;2022;https://hal.science/tel-03722853/file/Memoire_HdR_FranckFontanili_vFinale.pdf;170
Pierre Marcenac;H;1997;https://hal.univ-reunion.fr/tel-01485195/file/00_HDR_marcenac-1.pdf;71
Jacques Baranger;H;1973;https://theses.hal.science/tel-00284115/file/These_Baranger.Jacques_1973.pdf;213
Pascal Andre;H;2024;https://hal.science/tel-04631290/file/hdrPA-v2-0.pdf;373
Steve Kremer;H;2011;https://theses.hal.science/tel-00636769/file/hdr.pdf;137
Jeanne Pellerin;F;2021;https://hal.univ-lorraine.fr/tel-03249549/file/HDR_Mesh_Generation_Jeanne_Pellerin.pdf;139
Isabelle Milleville-Pennel;F;2017;https://hal.science/tel-01684325/file/Partie1-ManuscritHDR-Milleville.pdf;131
Elisabetta de Maria;F;2020;https://hal.science/tel-02888024/file/HDR.pdf;171
Nadine Couture;F;2010;https://hal.science/tel-01130032/file/MemoireHDR-NRC.pdf;91
Franck Hétroy-Wheeler;H;2015;https://inria.hal.science/tel-01246006/file/hdr-hetroywheeler%20%282%29.pdf;263
Marc Baboulin;H;2012;https://theses.hal.science/tel-00967523/file/hdr_baboulin.pdf;70
Virginie Thion;F;2019;https://inria.hal.science/tel-02407434/file/hdr_thion.pdf;85
Stéphane Bessy;H;2012;https://theses.hal.science/tel-00806716/file/hdr.pdf;183
Sylvain Cussat-Blanc;H;2020;https://hal.science/tel-04967459/file/main_HDR.pdf;106
Sotiris Manitsaris;None;2021;https://minesparis-psl.hal.science/tel-03606992/file/HDR%20Manitsaris.pdf;270
Jeanne Villaneau;F;2016;https://hal.science/tel-01448487/file/HDR.pdf;122
Valérie Gouranton;F;2022;https://hal.science/hal-03797971/file/HdR.pdf;148
Emmanuel Promayon;H;2008;https://theses.hal.science/tel-00356302/file/hdr.pdf;215
Xavier Granier;H;2009;https://theses.hal.science/tel-00434045/file/main.pdf;134
E. Gascard;None;2022;https://hal.univ-grenoble-alpes.fr/tel-04278083/file/HDR_GASCARD_2022.pdf;268
Loïc Cudennec;H;2022;https://theses.hal.science/tel-03798812/file/20221005_cudennec_manuscrit_hdr.pdf;105
Robert Gerber;H;1955;https://theses.hal.science/tel-00277437/file/These_etat_Gerber.Robert.pdf;129
Natacha Gondran;F;2015;https://hal-emse.ccsd.cnrs.fr/tel-01157944/file/Memoire_NG_final.pdf;279
Stéphane Herbin;H;2020;https://hal.science/tel-03081495/file/DTIS20166.1603364053.pdf;245
Luisa Arrabito;F;2021;https://hal.science/tel-03232181/file/HDR_Arrabito.pdf;101
Marc Baaden;H;2010;https://theses.hal.science/tel-00541521/file/hdr_baaden.pdf;127
Abdoulaye Gamatié;H;2012;https://theses.hal.science/tel-00756967/file/Gamatie-HDR.pdf;124
Bruno Bachelet;H;2016;https://hal.science/tel-01509550/file/hdr.pdf;174
David Coeurjolly;H;2007;https://theses.hal.science/tel-00388092/file/hdr.pdf;150
Neus Sabater;F;2020;https://hal.science/tel-03111894/file/HDR_Sabater.pdf;123
Ioana Manolescu;F;2009;https://theses.hal.science/tel-00542801/file/HDRthesis.pdf;64
Nicolas Courty;H;2013;https://theses.hal.science/tel-00861836/file/hdr.pdf;129
Carole Lartizien;F;2015;https://hal.science/tel-02062047/file/HDR_Carole_LARTIZIEN.pdf;162
Damien Rohmer;H;2017;https://inria.hal.science/tel-01587625/file/hdr_damien_rohmer%20%281%29.pdf;74
Guénaël Renault;H;2016;https://hal.science/tel-01416242/file/HDR_RENAULT.pdf;66
Romain Raffin;H;2013;https://hal.science/tel-02465111/file/RRaffinHDR_11dec2013_AMU.pdf;139
Rémi Adjiman;H;2019;https://hal.science/tel-02483534/file/HDR%20publi%C3%A9%20sur%20HAL.pdf;28
Lionel Reveret;H;2014;https://theses.hal.science/tel-01064134/file/hdr-reveret.pdf;143
Simon de Givry;H;2011;https://hal.inrae.fr/tel-02810001/file/SDG%20-%202012.08.15%20-%2045399_20111020013703775_1.pdf;37
Kévin Perrot;H;2022;https://theses.hal.science/tel-03611794/file/hdr.pdf;149
Jean-Louis Pazat;H;1997;https://theses.hal.science/tel-00170867/file/pazat.pdf;100
Cyril Labbé;H;2010;https://theses.hal.science/tel-00809360/file/HDR.pdf;79
Guillaume Mercier;H;2019;https://inria.hal.science/tel-02412813/file/HdR_Mercier.pdf;191
Loris Marchal;H;2018;https://inria.hal.science/tel-01934712/file/HDR-Loris-Marchal.pdf;161
Aline Carneiro Viana;F;2011;https://theses.hal.science/tel-00653813/file/viana-hdr.pdf;53
Beatriz Marcotegui;F;2015;https://minesparis-psl.hal.science/tel-01527577/file/marcotegui_HDR_final.pdf;222
Vincent Labatut;H;2021;https://theses.hal.science/tel-03264989/file/HDR_vlabatut.pdf;173
Jean-Gabriel Luque;H;2008;https://theses.hal.science/tel-00250312/file/habilitation3.pdf;170
Frédéric Magniette;H;2019;https://hal.science/tel-02456878/file/memoire_version_imprimee.pdf;149
Valérie Lépine;F;2018;https://hal.science/tel-02053658/file/VOL1_LEPINE_HDR2018_Memoire.pdf;313
Ayse Akbalik;F;2020;https://hal.univ-lorraine.fr/tel-03103361/file/ManuscritHdR_2020-AyseAKBALIK.pdf;123
Stéphanie Jean-Daubias;F;2011;https://theses.hal.science/tel-00699325/file/HDR_SJD_publiee.pdf;178
Pierre Kornprobst;H;2007;https://theses.hal.science/tel-00457491/file/HdR_kornprobst07.pdf;81
Rémi Bardenet;H;2022;https://hal.science/tel-04458876/file/hdr_manuscript_final.pdf;81
Christophe Godin;H;2003;https://theses.hal.science/tel-01424776/file/159F5CCE-A9EF-484A-B975-1DFE9A16A583.pdf;122
Wassila Ouerdane;F;2022;https://hal.science/tel-03919312/file/HDR_Ouerdane_2022-25.pdf;143
Vincent Hilaire;H;2008;https://theses.hal.science/tel-00424864/file/plan.pdf;122
Chao Liu;None;2023;https://hal-lirmm.ccsd.cnrs.fr/tel-04986782/file/M%C3%A9moire%20HDR%20-%20Chao%20LIU.pdf;180
M'hammed Sahnoun;H;2019;https://hal.science/tel-04104462/file/main.pdf;159
Didier Verna;H;2020;https://hal.science/hal-02988180/file/verna.20.hdr.pdf;52
Nathalie Guin;F;2014;https://hal.science/tel-01227436/file/HDR_NathalieGuin.pdf;219
Marius Bozga;H;2010;https://hal.science/tel-04267889/file/main.pdf;109
Raphaelle Roy;F;2022;https://hal.science/tel-03790521/file/HDR_Roy_RaphaelleN_Sept2022.pdf;235
Denis Conan;H;2015;https://hal.science/tel-01255040/file/2015_hdr_manuscrit.pdf;68
Isabelle Pecci;F;2019;https://hal.univ-lorraine.fr/tel-02385609/file/M%C3%A9moire_HDR_Pecci.pdf;144
Philippe Mary;H;2018;https://hal.science/tel-01820598/file/main_hdr.pdf;154
Cyril Grouin;H;2023;https://hal.science/tel-04217062/file/hdr_grouin_v5.pdf;111
Damien Muselet;H;2023;https://ujm.hal.science/tel-05015501/file/HDR_Muselet.pdf;135
Michel Bergmann;H;2014;https://inria.hal.science/tel-01113058/file/manuscrit.pdf;143
Nicolas Holzschuch;H;2007;https://theses.hal.science/tel-00379199/file/hdr.pdf;267
Claire Scopsi;F;2021;https://hal.science/tel-03500201/file/V2HDR%20Scopsi-Volume%201%20-%20memoire%20original%20%281%29.pdf;318
Zdenek Binder;H;1977;https://theses.hal.science/tel-00287763/file/Binder.Zdenek-J_1977_these.pdf;224
Charles Payan;H;1977;https://theses.hal.science/tel-00287312/file/Payan.Charles_1977_these.pdf;286
Dominique Vaufreydaz;F;2018;https://inria.hal.science/tel-01970420/file/HDR-Vaufreydaz.pdf;226
Anestis Antoniadis;None;1983;https://theses.hal.science/tel-00126615/file/these_Antoniadis-Anestis.pdf;213
Didier Bert;H;1979;https://theses.hal.science/tel-00289691/file/Bert.Didier_1979_these.pdf;221
Mathieu Raynal;H;2021;https://hal.science/tel-03727912/file/2022_07_19_HDR_Mathieu_Raynal.pdf;114
Nicolas Larrieu;H;2014;https://theses.hal.science/tel-01010013/file/hdr_n_larrieu_ups_juin_2014_final_ok_pour_impression_.pdf;151
Célia Martinie;F;2020;https://hal.science/tel-02930976/file/HDR_Celia%20Martinie_vFinal.pdf;120
Trong Tich Dao;H;1979;https://theses.hal.science/tel-00288792/file/Dao.Trong-Tich_1979_these.pdf;167
Vincent Nicomette;H;2009;https://theses.hal.science/tel-00450536/file/hdr.pdf;123
Martin Quinson;H;2013;https://theses.hal.science/tel-00927316/file/hdr_quinson.pdf;120
Theo Mary;H;2025;https://theses.hal.science/tel-05326894/file/hdr.pdf;171
Cécile Roisin;F;1999;https://theses.hal.science/tel-00004847/file/tel-00004847.pdf;83
George Drettakis;H;1999;https://theses.hal.science/tel-00004826/file/tel-00004826.pdf;382
Oum-El-Kheir Aktouf;None;2014;https://hal.science/tel-01731434/file/Final.pdf;103
Thomas Leduc;H;2025;https://hal.science/tel-05246530/file/hdr_tleduc-2025.pdf;225
Michaël Hauspie;H;2014;https://hal.science/tel-01104105/file/hauspie-hdr.pdf;94
Alain Pirovano;H;2015;https://theses.hal.science/tel-01170699/file/Memoire_HDR_APi.pdf;140
Pierre Nepomiastchy;H;1979;https://theses.hal.science/tel-00290419/file/Nepomiastchy.Pierre_1979_these.pdf;59
Marie-Hélène Abel;F;2007;https://theses.hal.science/tel-00211976/file/rapport-HDR-MHA-publie.pdf;111
Emmanuel Caruyer;H;2022;https://inserm.hal.science/tel-03894045/file/hdr-emmanuel-caruyer.pdf;44
Thomas Watteyne;H;2019;https://inria.hal.science/tel-02135069/file/HDR%20-%20Thomas_Watteyne.pdf;113
Flavien Vernier;H;2021;https://hal.science/tel-03417439/file/HDR-Final_Public.pdf;101
Stefanie Wuhrer;F;2018;https://inria.hal.science/tel-01894716/file/hdr_manuscript_wuhrer.pdf;83
Théodore Papadopoulo;H;2011;https://theses.hal.science/tel-00847782/file/hdr.pdf;76
Dominique Federici;F;2006;https://theses.hal.science/tel-00603867/file/HDR_Dume_final_soutenance.pdf;130
Michèle Pichat;F;1976;https://theses.hal.science/tel-00287209/file/These_Pichat.Michele_1976.pdf;247
Jean-Louis Soler;H;1978;https://theses.hal.science/tel-00287975/file/Soler.Jean-Louis_1978_these.pdf;211
Sarah Cohen-Boulakia;F;2015;https://hal.science/tel-01245229/file/cohenboulakiaHDR.pdf;79
Cécile Gardies;F;2012;https://hal.science/tel-01725359/file/HDR-GARDIES.pdf;224
Jean-Marie Laborde;H;1977;https://theses.hal.science/tel-00287303/file/Laborde.Jean-Marie_1977_these.pdf;212
Odile Bellenguez-Morineau;F;2015;https://hal.science/tel-02526237/file/HdR_OBM_vf.pdf;80
Olivier Rioul;H;2009;https://telecom-paris.hal.science/tel-03326386/file/200911rioulhdr.pdf;96
Hamid Chaachoua;H;2010;https://theses.hal.science/tel-00922383/file/Note_de_synthA_se_HDR-Chaachoua_HAL.pdf;119
Bruno A. Oudet;H;1976;https://theses.hal.science/tel-00285862/file/Oudet.Bruno-A_1975_these.pdf;254
Stefan Schwoon;H;2013;https://theses.hal.science/tel-00927066/file/hdr-schwoon13.pdf;110
Paul-Antoine Bisgambiglia;H;2021;https://hal.science/tel-03294945/file/HDR_final.pdf;228
Mehdi Saqalli;H;2020;https://hal.science/tel-03191104/file/HDR%20M%20Saqalli%202021%2004%2001%20FR.pdf;160
Ludovic Métivier;H;2017;https://theses.hal.science/tel-01993831/file/2017_METIVIER_HDR.pdf;130
Arnaud Soulet;H;2019;https://hal.science/tel-02386176/file/HDR_thesis_soulet.pdf;159
Jean-Yves Ramel;H;2006;https://hal.science/tel-01075984/file/HDR_JY_vf.PDF;142
Sylvain Bouveret;H;2025;https://theses.hal.science/tel-05190414/file/hdr.pdf;106
Cédric Pruski;H;2015;https://hal.science/tel-01356056/file/HDR_CedricPruski.pdf;100
David Fofi;H;2008;https://theses.hal.science/tel-00950264/file/Fofi_HDR_2008.pdf;168
Paulo Gonçalves;H;2010;https://theses.hal.science/tel-00474532/file/Paulo.Goncalves.HDR.thesis.pdf;128
Armelle Brun;F;2018;https://hal.science/tel-01832540/file/HDRABrun.pdf;106
Walid Naji;H;1985;https://theses.hal.science/tel-00315395/file/Naji.Walid_1985_these.pdf;230
Jean-Pierre Schoellkopf;H;1985;https://theses.hal.science/tel-00315393/file/Schoellkopf.Jean-Pierre_1985_these.pdf;325
Ali Ridha Mahjoub;H;1985;https://theses.hal.science/tel-00315955/file/Mahjoub.Ali-Ridha_1985_these.pdf;355
Yves Mahéo;H;2011;https://theses.hal.science/tel-00633253/file/hdr_maheo_2011.pdf;123
M. Pawan Kumar;None;2013;https://theses.hal.science/tel-00943602/file/pawan_hdr.pdf;72
Julien Signoles;H;2018;https://cea.hal.science/tel-04469397/file/hdr.pdf;194
Sébastien Harispe;H;2024;https://hal.science/tel-04947879/file/HDR%20%285%29.pdf;253
Nicola Pedroni;F;2016;https://hal.science/tel-01436723/file/Nicola_Pedroni_HDR_V1.pdf;256
Yacine Ouzrout;H;2012;https://theses.hal.science/tel-00793994/file/HDR-Ouzrout.pdf;144
Guillem Rigaill;H;2020;https://theses.hal.science/tel-02955535/file/00_HDR_main092020.pdf;75
Olivier Gauwin;H;2020;https://theses.hal.science/tel-03118919/file/hdr.pdf;133
Eddy Caron;H;2010;https://theses.hal.science/tel-00629060/file/hdr.pdf;138
Fabrice Rouillier;H;2007;https://inria.hal.science/tel-01435142/file/hdr_rouillier.pdf;143
Jean-Emmanuel Deschaud;H;2020;https://hal.science/tel-03916523/file/Manuscrit_HDR.pdf;104
Olivier Simonin;H;2010;https://theses.hal.science/tel-00546300/file/hdr.pdf;82
Bernard Lacolle;H;1984;https://theses.hal.science/tel-00311764/file/Lacolle.Bernard_1984_these.pdf;251
Horatiu Cirstea;None;2010;https://theses.hal.science/tel-00546917/file/main.pdf;148
Jacques Audran;H;2010;https://hal.science/tel-01345875/file/HDR_AUDRAN_Note_Synthese_v13.pdf;201
Sylvain Serra;H;2020;https://univ-pau.hal.science/tel-04629551/file/HDR-Final-light.pdf;149
Daniel Le Berre;H;2010;https://theses.hal.science/tel-02884327/file/hdr.pdf;306
Frédérique Bassino;F;2005;https://theses.hal.science/tel-00719172/file/2005_bassino.pdf;57
Pascal Poizat;H;2011;https://theses.hal.science/tel-02963225/file/hdr_poizat.pdf;114
John Paul Gibson;H;2011;https://hal.science/tel-01363179/file/HDR-PaulGibson.pdf;173
Fabien Lehuédé;H;2015;https://hal.science/tel-01441778/file/Manuscrit_HDR.pdf;166
Marc Vinches;H;2010;https://hal.science/tel-01921304/file/MEMOIRE_HDR_Marc_VINCHES.pdf;80
Luiz Angelo Steffenel;H;2017;https://theses.hal.science/tel-01681145/file/STEFFENEL-HDR.pdf;121
David Brosset;H;2022;https://theses.hal.science/tel-04158133/file/HDRDavidBrosset.pdf;113
Julien Pinquier;H;2014;https://ut3-toulouseinp.hal.science/tel-03284095/file/HDR_Pinquier.pdf;124
Nicolas Maudet;H;2010;https://theses.hal.science/tel-00563437/file/hdr-maudet.pdf;70
Mathilde Carpentier;F;2023;https://mnhn.hal.science/tel-04076823/file/HDR_carpentier.pdf;146
Olivier Lavialle;H;2007;https://theses.hal.science/tel-00181793/file/memoire.pdf;78
Olivier Le Goaër;H;2025;https://hal.science/tel-05140875/file/HDR_final.pdf;103
Florent Lafarge;H;2014;https://inria.hal.science/tel-01074745/file/hdr.pdf;81
Jean-Philippe Babau;H;2005;https://theses.hal.science/tel-00502510/file/hdr.pdf;98
Damien Jamet;H;2025;https://hal.univ-lorraine.fr/tel-04983828/file/HDR_DJ.pdf;106
Chien-Chung Huang;None;2019;https://hal.science/tel-03943603/file/HDR.pdf;142
Guillaume Bouleux;H;2022;https://hal.science/tel-03621471/file/HDR_impression_GB%20%281%29.pdf;117
Claire Maiza;F;2023;https://hal.science/tel-04741877/file/HDR-Maiza-repro.pdf;62
Samuel Mimram;H;2016;https://inria.hal.science/tel-01783442/file/mimram-hdr.pdf;196
Delphine Boucher;F;2020;https://hal.science/tel-02904444/file/doc_hdr_boucher.pdf;56
Joanna Tomasik;F;2012;https://theses.hal.science/tel-00661575/file/JTomasik-HDR-memoireHAL.pdf;75
Frédéric Guidec;H;2008;https://theses.hal.science/tel-00340426/file/hdr.pdf;121
Philippe Duchon;H;2008;https://theses.hal.science/tel-00414805/file/memoire.pdf;109
Sylvie Galichet;F;2001;https://theses.hal.science/tel-00413006/file/hdr.pdf;125
Franck Jaotombo;H;2025;https://hal.science/tel-05141126/file/JAOTOMBO_HDR_HAL.pdf;87
Brigitte Guyot;F;2000;https://theses.hal.science/tel-00665176/file/Guyot_HDR_2000.pdf;121
Zied Bouraoui;H;2022;https://hal.science/tel-03945862/file/HDR_Zied_final-2.pdf;61
Pierre Poulain;H;2022;https://theses.hal.science/tel-03737350/file/2021_manuscrit_HDR_Poulain.pdf;68
Claude Touzet;H;1998;https://amu.hal.science/tel-01338022/file/HDR-Touzet.pdf;97
Sebastian Miron;H;2022;https://hal.science/tel-03579770/file/Miron_HDR_manuscrit.pdf;189
Rébecca Deneckère;F;2022;https://theses.hal.science/tel-03904672/file/2.%20Me%CC%81moire%20de%20synthe%CC%80se%20%28HDR%29.pdf;153
Corinne Lucet;F;2019;https://hal.science/tel-03234676/file/LucetHdRComplet.pdf;224
Christine Solnon;F;2005;https://hal.science/hal-01470067/file/Solnon-memoire-court.pdf;90
Jean-Philippe Vandeborre;H;2012;https://theses.hal.science/tel-00834372/file/hdr_vandeborre_20120615.pdf;247
Sergio Mover;H;2024;https://hal.science/tel-04608760/file/main.pdf;70
Michael Poss;H;2016;https://hal.science/tel-01421260/file/HDR-Poss.pdf;94
Christelle Caillouet;F;2024;https://inria.hal.science/tel-04602211/file/HDR_LoRa-5.pdf;125
Thomas Devogele;H;2009;https://theses.hal.science/tel-00441484/file/hdr_devogele.pdf;99
